ID,MAR_STAT,AGE,EDUC,GENDER,ETHNIC,RELIG,CAP_PUN,GUN_LAW,SEX_ED,ILL_DIE,READ_NEWS,NEWS_TV,NEWS_PBS,BIGBAND,BLUEGRASS,COUNTRY,BLUES,MUSICALS,CLASSICAL,FOLK,JAZZ
1331,3,46,4,2,1,1,1,1,0,0,0,1,3,1,2,4,2,1,1,2,3
1332,1,25,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,4,3,3,2
1333,1,36,3,1,1,1,1,0,2,1,2,2,3,2,2,2,2,1,1,2,2
1334,1,86,1,2,1,1,9,1,2,1,1,1,2,1,4,3,4,2,4,2,2
1335,3,47,1,1,1,1,1,2,0,0,0,1,1,2,2,1,2,4,5,2,4
1336,3,28,0,1,1,1,1,1,1,1,2,2,2,2,4,2,1,3,2,2,2
1337,3,28,1,2,1,1,1,0,1,1,1,3,5,2,5,2,3,2,3,5,3
1338,3,40,1,2,1,1,1,1,0,0,0,1,1,2,2,2,2,5,1,2,3
1339,2,52,9,2,2,9,9,9,0,0,0,9,9,9,9,9,9,9,9,9,9
1340,3,28,1,2,1,1,2,1,1,1,2,2,2,3,1,2,3,4,4,3,2
1342,2,82,0,2,2,1,1,1,1,2,1,1,2,2,8,2,2,9,3,2,2
1343,2,72,0,2,2,1,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9
1344,5,32,9,2,1,9,2,0,2,2,2,2,3,9,9,3,9,8,2,9,9
1345,1,64,3,2,1,3,1,1,0,0,0,1,3,2,4,4,4,2,2,3,3
1346,3,74,0,1,2,4,2,0,1,1,5,1,4,2,2,2,1,2,4,4,1
1347,5,35,1,1,1,1,2,1,1,1,2,1,2,4,3,3,3,2,1,1,3
1348,1,63,3,2,1,2,2,0,1,1,2,1,2,1,2,4,2,1,2,1,4
1349,5,49,1,2,1,4,1,0,1,1,1,1,2,3,3,2,2,3,4,3,3
1350,5,35,2,1,1,2,1,1,0,0,0,1,3,2,2,3,2,3,2,4,1
1351,5,33,1,2,1,4,2,1,0,0,0,1,1,1,1,1,1,1,1,2,1
1353,5,32,1,1,1,4,1,1,1,1,3,4,4,3,3,3,2,4,4,4,3
1354,3,42,4,2,1,2,1,0,1,1,3,1,1,3,3,3,1,3,1,3,3
1355,3,40,1,1,2,9,1,2,1,1,1,1,2,3,3,3,2,4,3,4,2
1356,5,24,3,2,3,1,2,1,1,2,4,2,4,1,5,4,1,2,2,5,1
1357,4,38,1,1,2,1,1,0,1,1,1,1,2,2,8,3,2,2,1,3,2
1358,1,36,0,1,1,1,1,0,1,1,2,1,1,4,2,1,2,4,5,1,1
1359,5,23,1,2,1,4,1,0,1,1,1,1,5,8,5,3,2,3,1,4,1
1360,5,30,1,1,1,2,1,1,1,1,2,4,5,3,3,4,3,2,2,3,2
1361,5,29,1,2,1,3,2,1,1,1,2,3,4,8,2,4,2,1,1,2,2
1362,5,37,1,2,1,1,1,1,0,0,0,4,1,2,2,3,2,1,2,3,2
1363,1,40,1,1,1,2,1,2,1,1,2,2,3,3,2,2,3,3,4,3,3
1364,1,52,1,2,1,1,1,1,0,0,0,1,1,2,3,1,4,3,3,4,4
1365,1,79,1,2,1,1,2,1,0,0,0,1,2,2,3,2,2,2,3,2,2
1366,1,29,1,2,1,2,1,1,0,0,0,4,4,4,4,1,4,2,4,4,3
1367,1,59,1,1,1,1,1,1,1,8,1,4,4,2,1,1,2,2,2,1,3
1368,5,28,4,1,1,1,1,2,0,0,0,1,2,1,3,2,1,2,2,2,1
1369,1,35,3,2,1,1,2,0,1,1,2,1,3,2,2,2,3,2,2,2,3
1370,1,32,1,2,1,4,1,1,0,0,0,1,2,4,3,2,3,5,3,4,4
1371,5,23,1,1,1,1,1,2,1,1,4,2,2,2,1,1,1,3,1,2,2
1372,1,50,4,2,3,1,2,2,1,1,5,3,3,2,3,3,2,1,2,2,3
1373,1,43,3,1,1,1,1,1,1,1,1,1,4,4,2,2,4,2,2,2,4
1374,1,39,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
1375,4,50,1,2,1,1,1,1,1,1,1,2,4,2,2,2,4,2,2,4,3
1376,2,78,0,2,1,2,1,1,0,0,0,1,4,1,3,1,4,3,1,4,5
1377,5,43,3,2,1,4,1,1,0,0,0,5,2,2,3,5,3,2,1,4,1
1378,5,34,3,1,1,1,1,1,1,1,1,4,4,2,2,1,2,1,2,2,2
1379,1,57,1,2,1,1,1,1,0,0,0,1,3,2,3,1,3,3,1,3,4
1380,5,63,1,1,1,1,1,0,1,1,1,1,1,2,2,1,2,2,3,2,2
1381,5,48,1,1,1,4,1,1,1,1,1,1,1,3,2,2,2,4,2,2,2
1382,3,48,1,2,1,1,1,0,1,1,1,8,8,3,5,3,3,3,1,3,2
1383,5,28,3,1,1,4,2,0,1,1,1,2,2,2,2,3,1,4,1,3,1
1384,3,42,4,2,3,5,2,1,0,0,0,1,2,2,2,3,2,2,2,2,2
1386,1,32,1,2,1,1,2,1,0,0,0,1,5,8,1,3,3,4,3,1,5
1388,1,24,2,2,1,1,2,1,0,0,0,2,2,3,3,2,1,3,1,4,1
1389,1,57,3,1,1,1,1,0,1,1,1,1,1,1,2,3,2,4,3,4,1
1390,3,55,1,1,1,1,1,0,1,1,4,1,3,4,4,4,4,4,4,4,4
1391,1,35,1,2,1,2,1,1,0,0,0,1,2,1,3,3,2,2,3,8,1
1392,2,55,1,2,1,1,8,0,1,1,1,2,2,2,2,3,2,3,2,2,2
1393,1,34,1,1,1,1,1,0,1,2,5,2,4,3,3,2,3,3,4,4,3
1394,1,28,1,2,1,1,2,0,1,1,2,5,5,4,2,5,2,2,2,2,5
1395,5,21,0,1,1,1,1,1,1,8,2,1,1,8,2,1,5,2,2,2,5
1396,2,73,0,2,1,1,1,0,1,1,3,1,4,2,2,2,2,4,4,8,2
1397,3,32,3,2,1,2,9,0,1,2,2,1,2,3,3,3,3,3,4,3,3
1398,3,58,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,2
1399,5,28,1,1,1,1,1,0,1,1,2,1,4,2,3,5,1,3,1,2,1
1400,1,24,1,2,1,2,2,0,1,2,4,2,5,3,3,2,2,2,2,3,3
1401,5,41,2,2,1,5,1,1,0,0,0,1,4,3,2,2,2,1,1,1,1
1403,1,40,1,1,1,4,1,2,1,1,1,1,5,8,2,2,2,4,5,2,5
1404,1,69,0,1,1,2,1,2,0,0,0,1,8,2,2,3,2,2,2,2,4
1405,1,42,1,2,1,1,1,1,1,1,1,1,4,3,3,1,3,2,3,3,3
1406,1,36,1,2,1,4,1,0,1,1,1,1,5,4,4,2,4,4,4,3,4
1407,5,20,1,1,1,1,1,0,1,1,3,1,3,3,2,1,1,4,3,3,2
1408,3,34,1,2,1,2,1,1,2,2,1,1,2,5,2,5,2,3,1,1,1
1409,1,66,4,1,1,2,1,0,1,2,1,1,3,1,4,2,2,1,2,4,2
1410,1,57,3,1,1,1,1,1,1,1,1,2,2,2,2,1,4,2,3,2,2
1411,1,53,2,1,1,1,1,1,0,0,0,1,3,4,2,3,4,2,3,3,4
1412,1,66,0,2,1,2,1,0,1,2,1,1,1,2,4,2,2,1,1,4,3
1413,1,42,3,1,1,2,2,1,1,1,1,2,3,4,2,3,2,3,2,3,2
1414,1,60,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,3,2
1416,3,48,3,2,1,5,2,1,0,0,0,1,2,3,2,2,1,2,2,2,1
1418,1,41,3,1,1,4,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2
1419,2,57,0,2,1,1,2,1,0,0,0,2,2,1,1,1,1,2,1,1,1
1420,5,21,1,1,1,1,8,1,0,0,0,3,4,3,3,4,3,2,2,4,2
1421,1,34,2,1,1,3,1,0,1,1,4,2,2,3,3,4,2,4,4,4,1
1422,3,39,0,1,1,2,1,0,1,1,1,1,2,4,1,1,1,5,5,3,3
1423,1,30,4,1,1,1,2,1,0,0,0,1,3,2,3,1,2,3,3,3,2
1424,5,22,1,2,1,2,1,1,0,0,0,1,5,4,4,2,4,4,4,4,4
1425,1,40,1,2,1,1,1,0,1,1,2,1,2,3,2,3,2,2,1,1,3
1426,2,74,0,1,1,1,1,1,2,2,4,1,3,3,2,2,4,5,5,5,3
1427,1,36,1,2,1,1,1,0,1,2,2,4,2,2,2,1,3,2,2,3,3
1428,5,19,0,2,1,1,2,0,1,1,4,5,2,8,2,2,2,8,8,8,2
1429,3,63,1,2,1,1,1,1,1,1,1,1,3,2,4,5,2,3,1,3,3
1430,5,38,1,1,1,1,2,1,0,0,0,2,1,5,4,1,1,4,3,3,2
1431,5,29,1,2,1,1,1,1,1,1,4,2,3,2,5,2,2,2,3,2,2
1432,1,43,3,1,1,1,1,0,1,2,1,1,1,2,2,3,1,2,2,3,3
1433,1,28,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,3,2,1,2
1434,1,74,0,1,1,1,1,1,0,0,0,1,4,3,1,1,3,3,4,3,2
1436,2,89,0,2,1,1,2,0,2,2,5,1,3,1,3,3,4,8,2,2,4
1437,2,68,1,2,1,1,1,1,0,0,0,4,2,1,3,2,2,2,5,1,4
1438,1,60,0,2,1,1,1,0,1,1,1,1,3,2,1,1,2,2,2,2,2
1440,2,43,0,1,1,1,1,1,2,1,5,1,5,2,2,2,2,1,1,1,2
1441,1,73,1,1,1,1,1,1,2,1,1,1,3,8,4,4,5,8,8,3,4
1442,1,71,0,1,1,1,2,2,1,1,1,1,2,4,2,2,4,4,4,2,4
1443,3,36,0,1,1,4,1,2,1,1,5,1,2,8,2,2,2,8,8,8,2
1444,3,46,1,2,1,1,1,1,0,0,0,3,3,8,5,1,3,4,3,3,4
1445,1,36,1,1,1,1,1,0,1,2,1,1,1,2,2,2,2,4,4,2,4
1447,3,46,1,2,1,1,2,0,2,2,4,5,5,1,2,3,2,1,2,2,2
1448,1,27,1,2,1,1,1,0,2,1,1,1,3,8,8,1,3,3,5,3,5
1449,1,50,1,1,1,1,1,2,0,0,0,3,3,2,3,4,3,2,2,2,3
1450,1,67,0,2,1,1,1,0,1,2,3,1,2,3,2,1,1,4,3,2,5
1451,2,88,0,2,1,1,8,1,0,0,0,1,1,2,2,2,3,4,2,2,4
1452,2,76,1,2,1,1,2,1,2,1,1,1,1,2,3,2,3,1,4,4,2
1453,5,24,2,1,1,4,1,0,1,1,2,1,3,8,4,3,2,4,3,5,2
1454,5,26,3,1,1,1,1,1,1,1,2,2,2,4,4,3,3,3,3,3,3
1455,5,24,3,2,1,4,1,1,1,1,3,2,4,3,3,2,2,2,2,4,1
1456,1,38,1,2,3,1,1,1,1,8,2,1,1,1,8,2,8,2,1,2,2
1457,1,42,2,2,3,2,1,0,1,1,1,1,3,2,3,3,3,2,2,3,3
1458,2,65,1,2,1,1,2,0,1,8,2,1,2,1,2,2,1,2,3,2,1
1459,1,32,4,2,3,1,2,1,2,1,2,1,2,3,4,5,2,3,2,3,4
1460,1,28,1,2,2,1,2,1,1,8,2,1,2,8,8,3,2,2,3,4,1
1462,3,29,1,2,1,2,1,1,1,1,1,1,2,2,2,1,3,2,1,4,2
1463,3,37,1,2,1,1,2,0,1,1,1,2,2,3,3,3,1,2,2,2,1
1464,5,44,3,2,1,1,1,1,0,0,0,1,1,3,2,1,2,2,1,4,4
1465,1,37,3,2,1,1,2,1,1,1,3,1,1,4,4,3,3,3,4,3,3
1466,5,26,3,2,1,1,1,1,0,0,0,2,3,2,4,3,2,3,2,2,3
1467,3,46,1,1,1,2,1,2,0,0,0,1,3,3,2,1,2,4,4,4,2
1468,5,18,0,1,1,1,1,1,0,0,0,2,4,4,4,3,3,4,3,4,2
1470,5,19,1,1,1,1,8,1,0,0,0,5,3,2,2,3,2,2,2,2,2
1472,5,19,0,1,3,1,1,0,1,1,3,3,3,8,3,1,5,4,4,4,4
1473,3,27,1,2,1,4,1,1,0,0,0,1,2,4,2,2,2,3,4,3,3
1474,5,29,1,1,1,4,1,1,0,0,0,1,2,3,4,4,4,4,4,4,4
1475,2,73,0,2,1,2,2,0,1,2,1,1,3,2,4,3,3,2,1,2,2
1476,3,39,3,1,1,1,1,0,1,1,4,2,2,2,3,2,4,4,5,2,3
1477,1,72,0,1,1,1,1,0,2,1,1,1,3,3,2,2,8,2,2,2,4
1478,1,49,1,2,1,1,1,2,0,0,0,1,3,2,5,5,3,3,2,3,2
1479,1,43,1,2,1,1,1,1,1,1,2,3,4,3,3,2,4,2,3,2,4
1480,1,31,1,1,1,2,1,0,1,1,1,1,4,3,3,1,3,3,3,4,3
1481,3,31,1,2,1,1,1,1,1,1,1,2,4,4,2,1,2,4,4,4,3
1482,1,55,3,1,1,1,1,1,1,1,1,1,2,3,3,4,3,3,2,3,3
1483,3,28,1,1,1,1,1,0,1,1,3,1,1,4,3,4,3,4,3,3,3
1484,1,73,1,2,1,1,1,1,0,0,0,1,4,2,2,1,2,2,2,2,2
1485,5,22,1,1,1,1,1,1,1,1,2,2,1,3,3,2,4,4,4,3,3
1486,3,30,2,2,1,2,1,0,1,1,2,2,3,3,8,1,4,3,5,3,3
1487,3,46,1,2,1,1,1,0,1,1,1,1,4,4,3,1,4,5,4,3,8
1488,5,25,2,1,1,2,1,0,1,1,1,1,2,2,1,1,1,2,1,1,1
1489,5,19,1,1,1,1,1,2,0,0,0,5,5,4,4,1,3,5,3,5,3
1490,2,62,4,2,1,2,1,1,0,0,0,1,4,1,2,3,2,1,2,3,1
1491,1,47,1,1,1,2,1,0,1,2,1,1,4,2,2,2,3,3,2,4,3
1492,2,51,1,2,2,1,1,1,0,0,0,1,4,2,2,2,2,8,2,3,2
1494,2,68,0,2,2,1,2,0,2,2,2,3,3,4,4,4,1,4,4,4,4
1495,4,58,1,2,2,1,2,1,1,2,1,1,5,2,2,2,2,2,2,2,2
1496,2,62,0,2,2,1,1,1,0,0,0,2,4,8,4,2,2,4,2,4,2
1497,3,50,1,2,1,1,2,0,2,2,2,1,3,3,2,2,2,4,4,3,4
1498,1,35,1,2,1,1,1,1,0,0,0,1,5,8,8,2,8,8,2,2,3
1499,3,66,0,1,1,4,1,2,1,2,3,2,2,2,1,1,2,3,3,1,3
1500,1,54,1,2,1,1,1,1,0,0,0,5,5,3,4,2,5,5,5,5,5
1501,1,40,1,2,1,1,1,0,1,2,2,1,2,5,2,1,3,5,5,3,3
1502,3,38,0,1,1,1,1,2,1,2,3,1,1,2,2,2,2,4,4,2,3
1503,2,68,0,2,1,1,8,1,0,0,0,1,2,1,1,1,3,1,1,3,4
1504,3,47,1,2,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,3,1
1505,5,36,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5
1506,2,65,0,2,1,1,8,0,1,9,3,2,2,1,4,2,3,2,5,5,4
1508,1,54,0,1,1,1,1,8,0,0,0,1,1,3,1,1,3,4,2,2,3
1509,1,62,0,1,1,4,1,1,8,2,3,1,4,4,1,1,4,4,4,1,4
1510,1,62,0,1,1,1,1,1,0,0,0,1,2,2,4,1,3,3,4,3,4
1511,5,20,1,1,2,1,8,0,1,2,2,5,2,8,8,3,2,3,3,4,2
1512,3,63,1,2,1,4,1,1,1,1,3,1,1,1,2,3,2,2,2,2,4
1513,1,64,0,1,1,1,1,1,2,1,1,1,4,2,1,1,2,2,2,2,4
1514,3,28,1,2,1,1,1,1,1,1,3,5,1,2,2,1,4,5,3,4,5
1515,1,33,1,1,1,1,1,0,1,1,2,2,4,2,2,2,2,4,3,3,3
1516,1,76,0,1,1,1,1,8,0,0,0,1,4,4,2,2,2,9,4,4,4
1517,2,38,0,2,1,1,1,1,2,1,4,4,4,4,3,1,3,3,4,3,3
1518,1,70,0,1,1,4,1,0,1,2,1,1,1,1,1,1,1,1,2,2,4
1519,1,39,1,1,1,1,1,1,0,0,0,1,1,4,3,1,2,3,2,2,2
1520,5,20,1,2,1,1,2,0,1,1,5,4,4,3,3,1,5,2,4,3,4
1521,4,37,1,2,1,4,2,2,0,0,0,4,4,2,2,2,2,5,5,5,4
1522,1,33,0,2,1,1,1,2,2,1,3,1,4,3,2,2,2,2,2,2,2
1523,2,72,0,2,1,1,2,0,1,1,3,4,4,4,1,1,4,4,4,4,4
1524,1,66,0,2,1,1,2,0,1,1,1,1,4,4,1,1,4,4,4,4,4
1526,1,55,1,2,1,1,1,1,0,0,0,1,3,4,4,3,8,4,2,8,4
1527,1,54,3,2,1,1,1,1,0,0,0,1,4,8,2,1,8,8,8,2,8
1528,5,30,0,1,2,1,1,1,0,0,0,2,2,2,2,2,1,3,2,2,3
1529,1,49,1,1,1,1,1,2,1,1,1,1,2,5,2,1,2,5,5,3,4
1530,1,44,4,1,2,1,2,1,0,0,0,1,1,4,4,4,1,4,1,4,1
1531,3,51,0,1,2,4,2,0,1,2,3,1,1,2,2,2,1,2,2,2,1
1532,5,21,1,2,2,1,2,1,0,0,0,1,5,4,4,4,2,4,4,4,4
1533,5,35,1,2,2,1,2,1,0,0,0,4,1,4,4,4,2,4,5,5,4
1534,3,22,1,2,1,1,2,2,1,2,1,1,1,8,4,2,2,3,4,8,1
1535,1,60,1,1,1,1,1,2,2,1,3,1,3,4,2,1,3,4,4,2,4
1536,1,36,0,2,2,1,1,0,1,1,3,2,5,8,8,2,1,2,2,8,2
1538,1,52,0,1,2,4,1,1,0,0,0,1,5,2,2,2,2,2,2,2,2
1539,1,41,1,1,2,1,1,1,0,0,0,1,2,2,3,3,3,3,3,3,2
1540,1,39,1,2,2,1,1,1,2,2,3,1,2,8,8,3,5,8,3,8,3
1541,3,30,1,2,1,1,8,1,0,0,0,1,3,2,3,2,2,1,2,2,3
1542,1,31,2,2,1,1,1,0,1,1,2,1,2,2,3,2,2,2,2,2,1
1543,1,61,1,1,1,1,1,1,2,2,1,1,4,3,3,2,3,3,2,2,5
1544,1,42,1,2,1,1,1,1,1,1,4,1,2,1,3,2,3,3,3,3,3
1545,1,53,1,2,1,1,8,0,8,1,1,3,3,2,2,3,3,3,3,2,4
1546,5,23,3,2,1,1,1,1,2,2,4,1,3,3,4,2,4,2,1,3,5
1547,5,23,2,1,1,1,1,1,1,1,1,1,2,8,4,2,8,2,2,8,2
1548,1,37,3,1,1,1,1,1,0,0,0,2,4,2,2,2,1,3,3,2,1
1550,1,40,2,2,1,1,1,0,2,1,2,4,3,2,2,2,2,2,2,1,1
1551,1,69,1,2,1,1,2,0,8,2,1,1,2,2,2,2,2,3,3,2,3
1552,5,75,0,1,1,1,8,1,8,2,1,1,3,4,1,2,4,4,4,4,4
1553,3,69,1,2,1,1,1,0,1,8,2,1,2,2,2,2,3,1,3,2,4
1555,1,26,3,2,1,1,1,1,1,1,2,2,2,3,3,1,3,2,3,3,3
1556,3,33,1,2,1,1,8,0,1,1,4,4,4,3,3,1,1,3,4,4,2
1557,1,22,0,2,1,1,1,0,1,8,2,4,4,8,8,8,8,8,5,5,8
1558,5,29,1,1,2,1,2,0,1,2,1,2,1,2,2,3,1,2,1,2,1
1559,1,42,0,2,1,1,8,8,0,0,0,2,2,4,4,3,4,4,3,4,3
1560,3,44,1,2,1,1,1,1,0,0,0,1,2,8,4,1,1,8,5,2,1
1561,1,38,1,2,1,1,8,1,0,0,0,1,1,3,2,1,3,2,3,2,3
1562,5,37,0,1,1,1,1,1,2,1,5,1,1,1,2,1,2,2,4,2,2
1563,1,26,1,1,1,1,1,2,1,2,2,1,2,4,2,2,2,4,4,4,4
1565,2,82,1,2,1,1,1,2,0,0,0,1,2,1,2,3,2,2,2,2,2
1566,3,30,1,2,2,1,2,8,1,2,4,4,3,8,8,3,2,2,4,4,4
1567,4,61,0,2,1,1,2,1,0,0,0,1,3,8,2,2,2,4,5,2,4
1568,5,50,1,1,1,1,1,1,1,1,2,2,2,8,2,1,2,3,8,8,2
1569,3,67,0,1,1,1,1,1,2,1,3,1,4,3,2,1,4,4,4,2,4
1570,1,82,0,1,1,1,1,0,2,2,5,1,1,4,2,2,2,5,5,5,2
1571,5,23,1,2,1,1,1,2,0,0,0,2,1,8,3,2,2,3,8,4,8
1572,1,47,1,2,1,1,1,0,1,2,1,1,3,8,8,1,8,5,8,8,5
1573,1,58,4,1,1,1,1,2,1,2,1,2,4,2,3,1,3,3,4,3,2
1574,5,21,1,2,1,1,2,1,0,0,0,1,4,8,8,2,1,3,4,8,2
1575,1,29,1,2,1,1,1,0,1,1,4,3,5,4,4,3,5,3,4,3,5
1576,5,19,0,1,1,2,2,0,1,1,3,2,2,8,4,3,2,5,2,3,3
1577,2,65,1,2,1,1,1,1,0,0,0,1,2,5,2,1,4,4,4,2,4
1578,5,23,1,2,1,4,1,0,1,1,2,1,1,8,3,2,3,2,2,4,3
1580,2,62,1,2,1,1,1,1,2,2,3,1,3,3,4,2,4,2,2,3,4
1581,3,25,2,2,1,1,1,1,0,0,0,2,2,8,4,2,2,8,3,5,4
1582,2,69,1,1,3,1,2,0,1,1,1,1,1,3,3,1,3,3,1,1,3
1583,2,71,3,2,1,1,2,1,0,0,0,1,2,1,3,4,2,2,1,3,2
1584,1,86,1,1,1,1,1,0,1,1,1,2,5,2,2,1,3,1,5,5,1
1585,1,33,3,1,1,5,1,1,0,0,0,2,2,2,1,4,1,4,2,2,1
1586,3,41,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,1
1587,1,28,1,1,1,1,2,1,1,8,3,2,2,8,2,1,2,4,4,3,3
1588,1,76,1,1,1,1,1,2,1,8,1,1,1,1,2,1,2,2,2,1,3
1589,5,19,0,1,1,1,1,1,0,0,0,2,3,2,2,3,2,1,3,3,1
1591,1,46,1,2,1,1,1,0,1,8,2,2,3,2,2,1,2,3,4,2,2
1593,2,86,1,2,1,1,2,0,1,1,1,2,2,1,8,1,8,1,1,1,1
1594,1,23,0,2,1,1,1,1,1,1,2,2,1,2,1,1,3,3,8,8,8
1595,5,24,1,2,1,1,1,0,2,1,4,4,2,4,2,3,3,3,3,3,3
1596,1,38,2,2,1,1,1,0,1,1,1,1,2,2,2,2,2,2,1,2,1
1597,1,31,3,2,1,1,1,1,0,0,0,1,1,4,4,3,5,4,2,5,3
1598,1,48,1,2,1,2,1,1,0,0,0,1,3,2,4,2,2,1,2,3,2
1599,1,29,1,2,1,1,8,0,1,1,2,2,1,2,3,3,2,1,1,3,2
1600,3,47,1,2,1,2,1,0,1,1,5,1,4,4,4,2,4,3,4,4,4
1601,1,28,4,1,1,1,1,2,1,1,1,2,4,4,4,2,2,4,4,4,2
1602,1,28,3,1,2,1,1,1,0,0,0,1,3,2,4,3,1,3,2,8,1
1603,5,53,4,1,1,2,2,1,1,2,1,1,1,2,1,5,5,1,2,2,5
1604,1,35,3,1,1,1,1,2,0,0,0,1,5,2,3,1,4,8,5,4,4
1605,1,25,3,1,1,1,1,2,0,0,0,1,4,2,3,3,1,2,2,2,1
1606,1,30,3,2,1,2,1,0,1,1,3,5,5,1,4,4,1,1,1,3,1
